id,created_time,author,content
2672571625_10287074474,2022-09-15 08:29:36,huanhuan,有内推吗
2670631984,2022-09-12 18:48:09,AIoT工业检测,4分。今年校招卷的很，组内1个算法名额，经hr筛选后还有几百份简历。。top2、博士很多，人均CVPR，面试官自己心里都发慌，担心被整顿职场。虽然竞争压力大，企业大幅缩招，但不得不承认目前元宇宙等新兴的概念和自动驾驶等行业热点，依旧是与计算机息息相关的，而算法、开发等岗位需求和薪资也依旧处于全行业领先位置。“寒冬”来临前更应该坚定信心、选择行业前沿和热点不是么？关注公众号【AIoT工业检测】，后台回复“学习资源”即可获得视觉相关书籍及行业报告下载链接；每日更新工业视觉检测方案、计算机视觉等相关知识，一起学习、共同进步，感谢支持~
2670631984_10284509160,2022-09-13 17:42:10,JackeyLove,前几年爆火的区块链概念，现在好像也没啥太多声音了。普通人对未来就业的选择真的就是一场豪赌，哎，应届狗表示真的好迷茫啊[大哭]
2670631984_10284509160_10285627575,2022-09-13 18:42:59,Joey,一直都是，选择大于努力
2670631984_10284509160_10284770894,2022-09-13 19:14:25,wx9ca685b0f73dd816,考公考编
2670631984_10285484516,2022-09-13 19:17:03,李方尧,我知道程序员不如以前，但是能给4说明老兄你不知道传统行业下限有多低
2670631984_10285484516_10285573405,2022-09-13 19:27:36,AIoT工业检测,哈哈题主提问里写的是满分5分哈兄弟
2670631984_10285250550,2022-09-14 01:05:55,Phy-Soc,元宇宙纯纯资本骗资本
2670631984_10285250550_10286889254,2022-09-14 17:20:32,AIoT工业检测,包装包装[飙泪笑]
2670631984_10285250550_10287365408,2022-09-15 04:28:51,Jimmy,打工人能蹭个汤渣也好啊，我倒是希望元宇宙能提供多的新的就业岗位
2671696663,2022-09-13 14:14:46,啊窝额,一个坏消息，听说专家都建议付费上班了？？？！！！一个好消息，专家建议的是大学生，而不是只针对计算机大学生。对此，我只能表示今年的就业形势大家都看到了，专家建议不好，真的就别建议了，栓Q。。。但是找不到好工作也不完全代表找不到工作，大家可以在原来的基础上看看是否有别的机会，不一定是自己的最优选，但是可以考虑一些对自己今后职业发展比较好的岗位，下面给还在面试找工作的小伙伴，一些实用建议：1、专业能力过硬—《数据结构》、《计算机网络》、《计算机组成原理》、《计算机操作系统》这些都是你要好好学习的一些专业课程，你也许觉得不起眼，但是能分开差距的往往是这些最基础且最重要的底层知识；2、扎实的编程能力以及相关经验，计算机是实践类工作，这要求你在面试时，描述清楚你做过哪些项目？用到了什么技术框架？遇到了什么问题？是怎么解决的？等等；3、算法能力也很重要，这个大家可以在力扣(LeetCode)刷起来，还有《剑指Offer》什么的都可以刷起来，面试可以用到；4、特定领域知识重点掌握，考虑自己对什么编程语言熟悉，对什么工具熟悉，每一个岗位都有不一样的侧重。如果你是开发岗，需要你学会使用某种编程语言，如果你是算法岗可能还会要求你学历高一些；5、技术类面试只是面熟的一部分，除此之外还有很多其他种类的问题，有些是关于团队精神、执行力，还有些是测试的抗压能力以及你和公司的企业文化匹配度等等；6、面试之前一定要做好功课，如果你面试的是大规模技术型公司，那你就集中联系数据结构和算法，如果你面试的是小规模的技术公司，可能就会要求你知识面比较广，像服务器管理、网络故障排查这些都是需要知道的。就分享6点了，因为我喜欢6这个数字。学习经验分享：
2671696663_10285243751,2022-09-13 18:15:31,大卫卡斯基,"这个人就不是专家吧,一个自媒体?"
2671696663_10285243751_10285600896,2022-09-13 20:57:21,ThaneAlex,这人是微软拼音的作者 在yygq忘记加狗头就被挂了[尴尬]
2671696663_10285243751_10286168994,2022-09-14 09:02:04,大卫卡斯基,"原来这样,现在带节奏的人和某些专家一样坏."
2671696663_10285747449,2022-09-13 18:23:21,知乎用户,你猜猜我为什么要出来上班😅
2671696663_10285747449_10284718128,2022-09-13 18:47:59,棍子上的胡萝卜,猜猜为什么地导带团按人头要给旅行社钱？按理说他不是付出劳动吗？为什么要给旅行社钱？说白了，成年人的社会就是价值/资源交换，你給企业带不来价值，企业为什么要雇佣你？原来年景好，谁都能摸个鱼，现在光景一般，你有什么可以和企业互换的资源并且是别人没有的？
2671696663_10285418704,2022-09-13 15:04:12,知乎用户,这专家牛逼[doge]
2671696663_10285418704_10285755767,2022-09-14 00:32:25,吃葡萄不说葡萄酸,换个说法，付费课程学习进阶工作技能，附赠免费实操机会，如果品牌价值和培训服务够高的话大学生还是有可能的（专家说的不是不行，但如果操作起来，每日的高质量培训，日结付费，无硬性工作责任，随时离职都得具备吧，问题根本不可能解决，因为培训费，宣传费，社保肯定比打工人交的那点钱多）
2671696663_10286620713,2022-09-14 19:08:09,状态鸡,梨叔的玩笑话
2671696663_10286272835,2022-09-14 17:20:45,知乎用户,付费上班，两难自解[惊喜]
2671696663_10285095307,2022-09-13 17:24:02,敲头堡,这不是解决问题，这是解决人。
2669895367,2022-09-12 08:45:57,匿名用户,对非科班影响比较大 门槛在不断提高 越来越像金融那样卡学历 甚至卡学校首先本硕不是CS/SE 简历会直接刷其次本科生/双非求职将处于劣势 企业更希望原来的薪资招到本硕都是名牌大学的人其次没有大厂对口实习也会被刷 这点更像金融了… 金融人永远在疯狂卷实习 而且不对口=白做最后对于本硕名牌大学计算机科班有对口大厂实习的朋友来说 只要算法过关 八股文背的OK 找一份满意的工作没有什么难的 但也建议不要好高骛远 要看清局势
2669895367_10283484113,2022-09-12 14:14:52,TEMP,中国经济找不到下一个增长点的话，真的会很难。这种套路，在土木、电气等学科都发生过。
2669895367_10283484113_10284188591,2022-09-12 16:05:23,梅长苏,钱都进少数人口袋啦
2669895367_10283484113_10285059203,2022-09-13 10:16:17,刘全友,我身边老老实实做企业的，基本都没赚到钱。最赚钱的是前一阵搞p2p的兄弟，卷了20亿跑到荷兰🇳🇱潇洒去了。
2669895367_10284158682,2022-09-12 14:29:39,Bravery,我就是本硕北大计算机科班有对口大厂实习有创业经历，目前0 offer
2669895367_10284158682_10284601468,2022-09-12 14:35:41,lucky,那是你要求太高了
2669895367_10284158682_10284187198,2022-09-12 14:45:07,努力的Acer,什么户口
2669895367_10283339842,2022-09-12 20:52:25,daywalker,计算机跟金融还是不一样，计算机真有水平还是很抢手的，金融这方面真没法像计算机那样进行量化，除非背景很强
2669895367_10283339842_10284287979,2022-09-13 07:39:12,ryx,就是太多非科班了，拉低了整体水平，码农过剩，而有研发能力的程序员太少
2669895367_10283339842_10284031285,2022-09-13 08:52:59,提斯的手抄本,还有一个原因，研究生来说，不搞深度学习，人工智能根本毕不了业，想搞传统的计算机研究，比如分布式，云计算什么的根本没有太多时间和精力
2669895367_10283985337,2022-09-12 17:09:16,知乎用户,如果因为对本科生不友好而选择去读研的话，会不会等硕士毕业了对硕士也不友好了[捂脸][捂脸][捂脸]
2669895367_10283985337_10283746320,2022-09-12 17:10:03,匿名用户,如果你现在找不到好工作 就去读 不然就先就业
2669895367_10283985337_10283930439,2022-09-12 19:49:46,知乎用户,才大一呢……四年后有没有工作还另说
2669895367_10284089161,2022-09-13 09:07:10,MONK,像4年前的地产
2669895367_10284089161_10284294321,2022-09-13 13:12:34,水上漂,前两年龙湖卖房子都要研究生
2669895367_10284089161_10284654894,2022-09-13 13:13:24,MONK,[开心]泡沫
2669895367_10284431142,2022-09-12 17:46:43,笑笑有被谢到,非科班落泪
2669895367_10284431142_10286090545,2022-09-14 19:06:07,Andrew Yan,非科班去中小公司，我去年就是。
2669895367_10284431142_10286595464,2022-09-14 20:12:58,笑笑有被谢到,大佬好强，方便问下学校和专业类别吗？主要因为我是文科专业…虽然是理科生。唉，已经甚至不算非科班[捂脸]
2669895367_10283364176,2022-09-12 11:56:51,当然还会记得你了,我太赞同了，今年秋招，找个中小厂上班真的难
2669895367_10285031922,2022-09-13 12:38:37,犄角的光辉,非科班的可以关注一下我，这阵子忙完会发一发经验
2669895367_10284920870,2022-09-13 15:09:41,知乎用户,金融在十年前已经开始卡学历了。985本硕的金融，当年进入券商投研的也难的一批，我13年985金融毕业只能去最普通的单位打螺丝，待遇跟同年毕业的同学计算机同学相比，13年只有他们的一半，他们那个时候，阿里、京东、百度比较容易进。计算机卡的比较晚，记得13年很多双非一本本科都是很吃香的存在，甚至很多二三本就业都不错。
2669895367_10282853397,2022-09-12 10:49:07,汤师爷,中下流211学软件工程还有希望么[大哭]
2669895367_10282853397_10284065405,2022-09-12 11:02:43,匿名用户,有啊 211科班已经是大厂学历的门槛了 不过肯定要读研了 现在开始筛学历了
2669895367_10282853397_10283307434,2022-09-12 11:18:13,汤师爷,谢谢大佬[害羞]
2669895367_10285098801,2022-09-13 21:04:13,总钻风,互联网很幸福了……大厂门槛是211，金融big name卡的都是北清复交，最多加个人。还得看本科出身[飙泪笑]
2669895367_10285098801_10285017766,2022-09-13 21:10:05,匿名用户,马上就要变成卡学校list了 阿里已经开始带头有这个趋势了
2669895367_10285098801_10285282592,2022-09-13 22:28:30,知乎用户,两财一贸呢？
2669895367_10284486555,2022-09-12 16:53:58,你滴暴龙战士,SE是什么鬼。。不是ee
2669895367_10284486555_10283190120,2022-09-12 17:05:06,海龟坏兽加美西耶勒,software engineering
2669895367_10284486555_10283985341,2022-09-12 17:09:21,匿名用户,EE都不算科班的 这里指软件工程
2669895367_10286284280,2022-09-13 23:35:08,RunningBoxer,建议考公
2669895367_10286041511,2022-09-13 19:33:44,kerwin,前几年是可以的，不过今年这样不行了吧
2669895367_10285229631,2022-09-14 05:22:19,Charlotte,所以卷到极致的行业都一样，但感觉计算机稍好[捂脸]专业壁垒强一点。
2669895367_10285202542,2022-09-13 08:30:43,水番,[赞同]
2669895367_10285081406,2022-09-12 23:52:11,匿名,三年前本科生好就业吗（现在的研究生应届生）[捂脸]
2669895367_10285081406_10284620303,2022-09-13 08:43:11,秋畏烟,三年前还是很香的[飙泪笑]
2669895367_10285081406_10284584773,2022-09-13 08:46:40,黄粱梦醒,三年前很好就业吧差不多，我本科同学都混得挺好的
2669895367_10284940508,2022-09-13 08:15:45,胡志华,这里说的八股文是啥
2669895367_10284940508_10285059309,2022-09-13 10:20:22,匿名用户,面试时候问的底层：比如JVM源码 Spring IOC原理 之类的
2669895367_10284940508_10284236578,2022-09-13 15:27:05,Kedlikz,就是实际工作用不上  但是得背的知识  主要考研记忆力[飙泪笑]
2669895367_10284841686,2022-09-12 19:57:46,七拾九,请问一下信安，信工和自动化怎么排序呢[思考]
2669895367_10284841686_10285503362,2022-09-13 12:24:18,君夜丶,自动化吧。往后很长一段时间就业环境会很恶劣，自动化这种传统工科虽然待遇肯定没有计算机高，但起码没那么卷，PLC、CAD、电气工程师、机械工程师、发电厂变电站等等也都能转，实在不行转码[惊喜]
2669895367_10284841686_10285272315,2022-09-13 15:33:15,克总发糖,做这些还不如嵌入式
2669895367_10283518834,2022-09-12 18:25:55,中成四象,杭电怎么样
2669895367_10283518834_10284816192,2022-09-12 22:44:36,无与伦比,浙大的都找不到[飙泪笑]
2669895367_10283518834_10285265930,2022-09-13 11:31:39,奔波儿灞,西电都gg了
2667669188,2022-09-10 11:40:59,小英,19年应届大厂白菜价20万，20年30万，21年40万，当大家满心欢喜以为22年可以到50万时，突然缩编，裁员了！虽然今年应该也可以到40万，但是岗位变少，人更多了呀，这就是他们所说的“炸了”
2667669188_10283690638,2022-09-12 15:15:13,Bravery,我北大计算机本硕科班有论文有实习有创业经历，大中厂都投了，目前0 offer，周围北大同届70%都这样，别吹了行吗？？？
2667669188_10283599168,2022-09-12 16:40:53,肥宅快乐瓜,能不能先去了解下实际情况就来发言，张口就来，只知道抖机灵？
2667669188_10283599168_10284267304,2022-09-13 08:55:34,空空如我,貌似没说错吧
2667669188_10283599168_10285293951,2022-09-13 11:06:04,老陈醋泡蒜,说的和实际情况差太多了
2667669188_10284050179,2022-09-13 07:46:27,笨蛋,我们就很稳定，十年前大学生3000块钱，现在也只要3000[滑稽]
2667669188_10284050179_10284999443,2022-09-13 08:39:21,江城蓑影,[大哭] 我们还降了
2667669188_10284050179_10285639257,2022-09-14 11:21:29,Lee,他们就是矫情
2667669188_10284355001,2022-09-13 06:44:04,Insper,四五十万溢价真的太高了，说实话应届生动不动二三十万的起薪已经比很多工作多人的人工资高了，以二线为例。而且再优秀实际科研做项目能力和企业也是有点差距的，另一个现在才九月，我印象中招聘才开始吧，高峰可能都快十一月了，我当年找工作压力还不大呢，拿到第一个offer也是国庆之后了。
2667669188_10284355001_10284531182,2022-09-13 08:06:19,Yex,因为工资不高根本没人愿意做程序员
2667669188_10284355001_10283940107,2022-09-13 08:20:00,懦夫才拉黑,程序员一天工作12h➕，没高薪你去干啊
2667669188_10284118960,2022-09-13 08:50:05,知乎用户,一般来说，应届生要四五十万的时候，要思考一下，自己产生的价值是否匹配，是否存在溢价，公司从哪里来的钱给你发。社会发展是螺旋的，要顺势而为，在合适的境地做合适的判断，而不是一股脑抱怨“凭什么师兄去年拿50，我今年30都没有”[doge]
2667669188_10284118960_10284268711,2022-09-13 09:45:07,我在做梦,一般来说，应届能拿到多少工资是行业决定的，和个人能力没多大关系
2667669188_10284118960_10284622461,2022-09-13 09:58:53,知乎用户,工资都是行业和市场决定的，所以你要这么多钱的时候，想一想钱从哪里来。当开始调控（遏止无序扩张）或者经济下行，资本收缩的时候，你还在嚷嚷着要这么多钱，是不是也应该睁开眼看看世界？这些也侧面说明现行分配制度是很不公平的[doge]
2667669188_10284120731,2022-09-13 09:57:53,秦始皇,非计算机专业就很稳定，一直是3000。
2667669188_10284120731_10285334157,2022-09-13 17:29:12,汨于世俗谪仙人,还有金融和咨询呢？
2667669188_10284120731_10285336314,2022-09-13 19:08:43,秦始皇,除了少数几个专业，其他专业都是月薪3000吧，懒得打字了。
2667669188_10284087540,2022-09-13 07:52:40,爱国爱党爱人民,疯了，这么高工资为什么要找应届生
2667669188_10284087540_10284322834,2022-09-13 08:07:15,昭小阳,和nba选秀一样，他们选的是潜力[doge]
2667669188_10284087540_10284702377,2022-09-13 08:10:10,silence,应届生听话好用，学习能力强，尤其是计算机那帮卷出来的[思考]
2667669188_10285086305,2022-09-13 09:55:53,请耐心点,一个程序员都赶上上市公司高管了[尴尬]
2667669188_10285086305_10285118516,2022-09-13 10:12:45,停用了一个号,别瞎扯了。
2667669188_10285086305_10284945179,2022-09-13 11:06:20,知乎用户,那有这么低的[发呆]
2667669188_10285475075,2022-09-13 13:19:39,Monoceros,我大化工十年前应本科应届三千块，十年后还是三千块，非常稳定
2667669188_10285475075_10286226727,2022-09-14 01:22:25,知乎用户,吹牛不打草稿，今年化工你3000能招到看门的不
2667669188_10285475075_10285787922,2022-09-14 07:25:05,Monoceros,你见识少可以理解，但不要在我的评论下随便喷
2667669188_10284220342,2022-09-12 18:39:03,找猫的修灯工人,我观察是提前批直接没了，最近这段时间边上ld面试非常频繁，预计其他大厂时间不会差很大，相比hc简历太多是真的，所以目前是0offer没毛病，除了实习return外的正式批offer应该就没有开
2667669188_10284220342_10283778067,2022-09-12 19:30:52,小英,确实是这样的，但这个没办法，去年在峰顶，谁能想到今年直接跌落谷底了。未来谁也不知道
2667669188_10284220342_10284497246,2022-09-13 08:21:37,白色地带,中国人太多了，尤其学历大批量提升，早晚大部分二本和以前高中毕业一个状态[捂脸]
2667669188_10285117115,2022-09-13 09:19:15,Rise,这么感觉有点像日本完蛋前的样子，给学生开出天价的工资
2667669188_10285117115_10284408665,2022-09-13 09:27:47,身无长技,这也只是互联网行业而已啊，大部分行业还是老样子
2667669188_10285117115_10284826278,2022-09-13 10:33:37,莫得安闲,互联网都发展多久了。。。薪资倒挂一直这样。今年是就业形势差，和日本比那多少有点不配。
2667669188_10284758540,2022-09-13 08:00:11,rockla,知乎果然人均百万收入，20万加币。加拿大滑铁卢毕业，人家也才起步八万加币。人比人，气死人啊
2667669188_10284758540_10285291636,2022-09-13 09:18:15,柠墨雨,他们那些40万的岗在美国这边拿20个恐怕轻轻松松把。当然得有卡。
2667669188_10284758540_10284621752,2022-09-13 09:34:37,白七,滑铁卢的计算机很强，我弟也那个学校毕业的
2667669188_10285207684,2022-09-13 11:33:36,LJHD,船企路过，985硕士，15年6w，16年7w 18年10w 19年14w 20年16w 21年17w 都是税前[大哭]
2667669188_10285207684_10284328466,2022-09-13 12:05:00,咸鱼,同985传统工科硕掩面哭泣[捂脸]，这些数字对我而言都是做梦都不敢想的[捂脸]
2667669188_10285207684_10285503189,2022-09-13 12:18:12,李嘉诚,船企稳的很，干到35岁以上没有问题，计算机大厂非核心业务能干到35岁就不错了，今年普遍降薪，高薪岗位在一线，买得起哪里的房子吗？不赚钱的业务基本上随时被裁。[尴尬]
2667669188_10284594234,2022-09-13 16:14:58,staryimi,40万还叫白菜价？这几年应届生真的有点被风口惯的预期过高了。。先看看自己是不是真能产生这么高的价值。。溢价这么严重没offer那不是再正常不过的事？
2667669188_10285115387,2022-09-13 07:59:47,锻神锋,明年说不定只有10万了[捂脸]
2667669188_10285115387_10284731135,2022-09-13 10:10:33,Meta,新台币[好奇][好奇]
2667669188_10285115387_10284623605,2022-09-13 10:37:48,锻神锋,美元[酷]
2667669188_10284827329,2022-09-13 11:10:15,人类的好朋友大黄,[思考]你这个是定格的总包，实际上大部分人拿不到这么多；不过今年各大厂降本增效，开的坑确实都比往年少；而且门槛也比以前高；
2667669188_10284827329_10284732414,2022-09-13 11:17:27,小英,以25k 16薪来算的， 一般还带有房补、交通、餐补、旅游费、签字费等等，其实差不多了。不过一般1-3年后有些补助也就不提供了，但那时候你的总包也涨上去了。
2667669188_10284827329_10285683757,2022-09-13 15:26:50,人类的好朋友大黄,原来总包还要算这些，涨见识了[思考]
2667669188_10284688255,2022-09-13 17:10:01,临渊,看完这些感觉文科生尤其是汉语言、管理学之类的专业已经可以集体寄了，月薪三千都不一定有
2667669188_10284688255_10285363964,2022-09-13 18:30:55,wx9ca685b0f73dd816,老师一年十几万
2667669188_10284688255_10286373534,2022-09-14 00:56:19,临渊,听说老师也不是那么好当，要分公立私立、有无编制、城镇乡村等等情况。而且当老师还是师范生比较有优势吧，非师范生应该挺难的吧[思考]
2667669188_10283610704,2022-09-13 08:32:53,Viki.W,看这个工资都想去考个研回炉重造一下了，但一想毕业就35了就不考虑了[惊喜]
2667669188_10283610704_10285032927,2022-09-13 13:27:28,小小无语哥,这个年纪想和年轻人比考试，也很难[捂脸]
2667669188_10283610704_10284925130,2022-09-13 17:53:47,JackeyLove,三年前我就是觉得就业环境不好跑去考研，今天校招了才知道多难。
2667669188_10284175013,2022-09-13 04:12:21,翡翠很绿,没有炸。  我今年刚找工作，senior title的。offer拿到手软 sde。 前两个月才freeze。之前市场很好
2667669188_10284175013_10283874100,2022-09-13 04:21:14,知名不具,问题就是现在freeze了啊，而且人家说的是ng
2667669188_10284175013_10283874103,2022-09-13 04:22:05,知名不具,而且你可以回国试试，看还能不能拿到手软
2667669188_10283903254,2022-09-13 09:29:30,知乎用户,预期太高了
2672479327,2022-09-13 23:46:26,匿名用户,上交本硕，本科非计算机硕士计算机，海投了50+，至今0 offer，7家给了面试，1家到了hr面泡池子，其他都一面、二面挂。以前看都看不起的tplink，成了香饽饽，tp提前批忘记投了（说实话，那个时候都没有关注tp）。莫名奇妙挂，八股文大部分也答出来了，题也做出来了，还是挂。今年面试很多是场景题、设计题，更考察岗位匹配度，面试还不错没有用，要优中选优，要选更匹配的。而且，能够明显感觉到，这些厂没有耐心培养应届生了，都是想招进来马上能干活的。更要命的是导师不放实习，没有实习经历，太吃亏了，真tm不如读低一档次可以放实习的学校。本科有手就行的华为，今年有点高攀不起了。我现在想想，读研到底为了什么？扩招导致学历贬值，就业环境又差，羡慕当初选择就业的同学，工作三年今年年薪都快70W了。
2672479327_10286851567,2022-09-14 12:00:19,Barrister,大公司业务形势好的时候，确实会招一批名校的应届新人，就算专业不对口，手生，但是公司相信这些名校生学习能力，就算硕士是机械自动化的，照样会收下。现在业务收紧，公司在职的都被裁掉呢。除了一些岗位需要有经验的人加入，其他应届生新人真的没多大需求了。
2672479327_10286851567_10286501171,2022-09-14 13:52:01,匿名用户,是的，前几年尤其是华为，生化环材，照单全收
2672479327_10286851567_10286857723,2022-09-14 16:02:28,知乎用户,再早几年，交大压根看不上华为[飙泪笑]
2672479327_10286560242,2022-09-14 15:04:23,VISION,没事的兄弟，北邮实习够牛逼的吧？今年也是一片挂。本来就是大形势不好
2672479327_10286560242_10286778391,2022-09-14 23:50:38,默默无语两眼泪,目前北邮计算机找工作是什么情况
2672479327_10286560242_10286927590,2022-09-15 00:55:08,VISION,很惨的水平，往年自己看不上的今年都不要你。
2672479327_10286593908,2022-09-14 18:57:12,知乎用户,虚长几岁，见过可能稍微多几轮，说一点我的看法。其实很多时候职业生涯都是跟着经济周期走的，如果在周期底部出去，不仅很难找到好的机会，可能收入水平也会被压的比较低，那么在下一个周期起来的时候，很有可能被后来的新人倒挂；同时因为入行时间的问题，起点普遍也会低一些，未来发展路径也会要差一些。这些都是没有办法的事情，不如…….读个博？[调皮][调皮]
2672479327_10286593908_10287006672,2022-09-14 19:03:43,唐菓子,好多人都是这么想的，导致今年读博的人数激增[大哭]然而大部分人其实对学术没什么追求，读起来很痛苦的
2672479327_10286593908_10287126883,2022-09-14 20:03:17,靡不有初鲜克有终,请问传统行业，现在这种形式不知道读研还是工作？
2672479327_10286372653,2022-09-13 23:51:59,s741lbho1ghjkctf,所以说放下对学历的执着
2672479327_10286372653_10285898768,2022-09-13 23:56:44,匿名用户,落差太大了。像华为、中兴、tp这种公司，我们学校以前真的是点击就送，科班没人会投，非科班的才会去投，即使什么都不会也能够拿到offer。投简历都感觉是给他们面子（好吧， 原谅我当初很高傲的想法），现在是能给我一份offer让我苟住就好了
2672479327_10286372653_10285604040,2022-09-13 23:58:31,s741lbho1ghjkctf,这种类似情况非常多的，别人学历、成绩可能不如你，但别人的运气、做出的选择未必比你差
2672479327_10286209791,2022-09-14 14:46:38,友善度,本科同学毕业三年一年七十万[好奇]在哪？
2672479327_10286209791_10286646368,2022-09-14 14:55:24,Tyrion,京城那边还是挺常见的，互联网行业。
2672479327_10286209791_10286856632,2022-09-14 15:19:45,暖溪,上交三年前就是2019年，互联网大厂入职都快30w了，现在撑下来的70w也很正常吧 。毕竟差不多是打工人的巅峰了。
2672479327_10285709348,2022-09-14 13:04:57,知乎用户,去投国有金融机构的技术岗，学校好应该可以投头部券商。真是的，怎么没人和你强调实习的重要性？我211，同学们大三就都跑去一线城市租房实习了，学校“原则上不允许”，实际都是可以灵活处理的。
2672479327_10285709348_10286383076,2022-09-14 13:59:25,匿名用户,知道实习的重要性.....导师不放没办法，而且闵行校区今年封了好几次，最长封了快两个月
2672479327_10285709348_10285820512,2022-09-14 14:00:44,匿名用户,上海疫情那一波，即使导师放，学校那一关也过不了
2672479327_10286536149,2022-09-14 16:55:18,东东,校友，你至少还能进面试，我现在就一个面试还是一面挂[捂脸]
2672479327_10286536149_10286859358,2022-09-14 17:09:27,匿名用户,还是我太菜了吧[飙泪笑][飙泪笑]刚刚看评论里有个上交的，都拿了4，5个offer了[捂脸][捂脸]果然大佬寒冬都不缺offer的
2672479327_10286536149_10287274316,2022-09-14 22:29:52,rtlin,🤝
2672479327_10286031142,2022-09-14 13:49:13,Quiency67,华为从美国开始公开制裁后就很难进去了，还取消了社招，全是OD 
2672479327_10286031142_10287247191,2022-09-14 22:58:19,北美渔民,是这样，不过财务还是好进的
2672479327_10285820837,2022-09-14 14:20:13,大肥羊,研究所计算机都属于比较边缘的专业[捂脸]，不建议
2672479327_10287062734,2022-09-14 15:46:30,久久,没有遇见未来的眼光，努力有时候反而是拖累。。。
2672479327_10286513130,2022-09-14 22:43:27,知乎用户,同0 offer，我身边就一个女生字节实习转正有一个offer[捂脸]，浙大本硕加大厂实习加论文的同学也只有个tp[捂脸]，身边一堆0 offer的，互联网冰河时代了
2672479327_10286513130_10286513276,2022-09-14 22:51:00,匿名用户,难顶哦
2672479327_10286513130_10287363311,2022-09-15 00:08:00,默默无语两眼泪,这不刚开始秋招，差不多不得到十月？
2672479327_10286121822,2022-09-14 18:19:02,cygjj,工作三年年薪70万，看来我真的太没本事了
2672479327_10286121822_10287066088,2022-09-14 18:32:54,欧斯牛德,这个算快了的，像我今年入职阿里的这种，三年70还是有点难度的，但是像我师兄三年p7的应该可以了。[大哭]还是看人。
2672479327_10286121822_10285647107,2022-09-14 18:35:22,cygjj,我几年都赶不上你们[捂脸]
2672479327_10285309959,2022-09-14 00:21:27,天气不错,要不投一些国企央企这样的，目前大环境感觉1-2年好不了，先去一个差不多的平台苟住好一些。
2672479327_10285309959_10285402998,2022-09-14 00:36:07,匿名用户,在投银行和国企了
2672479327_10285309959_10286055227,2022-09-14 12:53:09,心流,大佬投银行国企，那我没饭吃了。[大哭]太难了。
2672479327_10287040383,2022-09-14 20:35:41,大猫,可以去央企啊
2672479327_10287040383_10286569173,2022-09-14 20:57:36,匿名用户,在投了，9月份才开始投国企，还没面试
2672479327_10287007677,2022-09-14 20:05:25,南巷,本科三年都能拿70w，读什么硕士 傻吧
2672479327_10287007677_10286424727,2022-09-14 22:04:16,匿名用户,当时谁知道呢，未来无法预知。想想读个研竞争力更高一些，而且当初还对学术有着不切实际的幻想[捂脸]现在已经认清自己是一个学术废物了
2672479327_10286277882,2022-09-14 21:16:08,亥乃亚克山冬,前几年是简历挑我们，今年是我挑简历，想想也挺爽的。非985和211的直接不看了[大笑]
2672479327_10287063370,2022-09-14 16:17:22,小陈做题家,搞一搞基金或者券商更香吧
2672479327_10287063370_10286770612,2022-09-14 17:39:20,MONK,[微笑]抢饭碗的来了
2672479327_10287033455,2022-09-14 15:50:00,开开开,加油捏[可怜]
2672479327_10286859492,2022-09-14 17:15:05,熊是一只猫,真的么。。交大校友在券商 it部在交大从来都招不到电院的人  期望薪酬降低一点就广阔天地了
2672479327_10286859492_10286000864,2022-09-14 17:20:37,匿名用户,求个公司名，我赶紧去投[思考]
2672479327_10286859492_10286154444,2022-09-14 17:21:29,匿名用户,需要金融背景吗
2672479327_10286594073,2022-09-14 19:04:38,黑画眉鸟,本科不是科班的，人家肯定担心你知识不扎实。
2672479327_10286594073_10286540791,2022-09-14 20:10:51,在座的都是五十万,可拉倒吧，我就是计算机科班，计算机本科课开了挺多，一门门课走马观花着学完了，跟扎实真沾不上边。复习考研学的基础知识比本科四年扎实多了
2672479327_10286594073_10286928570,2022-09-15 02:56:37,Slipped,面试官不一定清楚[捂脸]
